GivenName,Surname,NationalID,Birthday,Gender,Age,StreetAddress,City,ZipCode,CountryFull,TelephoneNumber,EmailAddress,Occupation
Júlia,Alves,450.234.671-39,11/14/1996,female,21,"Estrada Chácara do Banco 1844","Porto Alegre",91790-750,Brazil,"(51) 6444-8838",JuliaAraujoAlves@einrot.com,"Painting restorer"
Tiago,Cavalcanti,518.379.401-42,9/16/1976,male,41,"Rua Catalão 40",Goiânia,74485-720,Brazil,"(62) 5717-3079",TiagoCardosoCavalcanti@rhyta.com,"Fire fighter"
Rebeca,Oliveira,121.377.627-90,3/13/1973,female,45,"Rua Frei Henrique de Coimbra - E 1127",Chapecó,89812-421,Brazil,"(49) 9216-3084",RebecaCastroOliveira@rhyta.com,Technologist
Isabella,Souza,613.795.421-89,3/18/1990,female,28,"Área Especial Módulo 06 Módulo I 909",Guará,71070-695,Brazil,"(61) 5754-6779",IsabellaCunhaSouza@dayrep.com,"Air Force"
Gustavo,Costa,620.047.168-19,6/8/1972,male,46,"Rua VB 5 1949",Goiânia,74370-693,Brazil,"(62) 3837-8981",GustavoRibeiroCosta@jourrapide.com,"Clinical dietitian"
Matheus,Melo,342.439.698-25,12/29/1998,male,19,"Rua Benedito Porto 709",Araxá,38180-244,Brazil,"(34) 4682-5737",MatheusBarrosMelo@cuvox.de,"Horse breeder"
Ágatha,Costa,378.287.832-99,3/9/1972,female,46,"Praça Maestro José Benedito de Camargo 1305",Avaré,18703-093,Brazil,"(14) 9405-2151",AgathaGoncalvesCosta@jourrapide.com,"Rigging slinger"
Caio,Lima,522.896.867-94,4/9/1985,male,33,"Travessa Ribeirão Preto 591",Castro,84172-600,Brazil,"(42) 4262-9685",CaioPintoLima@rhyta.com,Hairdresser
Leonardo,Pereira,548.724.898-29,12/1/1992,male,25,"Vila Joana D'arc 1930",Belém,66030-295,Brazil,"(91) 3871-4256",LeonardoBarbosaPereira@armyspy.com,"Locomotive engineer"
Gustavo,Martins,901.430.026-35,8/22/1973,male,44,"1ª Travessa Sérgio Francis 1070",Salvador,40290-615,Brazil,"(71) 5815-5189",GustavoLimaMartins@jourrapide.com,"Grinding and polishing worker"
Nicolas,Melo,156.322.371-68,9/18/1985,male,32,"Rua Sunanda Aguiar Lisboa 1440",Itapetininga,18208-660,Brazil,"(15) 6047-7969",NicolasCostaMelo@gustr.com,"Range conservationist"
Arthur,Lima,912.148.251-92,10/12/1981,male,36,"Travessa Eduardo Cruz Sobrinho 164",Aracaju,49010-300,Brazil,"(79) 5194-9683",ArthurPintoLima@fleckens.hu,"Office helper"
Lucas,Cunha,986.642.718-87,3/14/1982,male,36,"Quadra QNN 17 Conjunto G 1719",Ceilândia,72225-177,Brazil,"(61) 3989-4061",LucasAlvesCunha@gustr.com,"Gas compressor operator"
Diego,Ferreira,987.278.358-63,12/1/1989,male,28,"Rua Sítio da Mangueira 1979",Recife,51180-000,Brazil,"(81) 6999-8746",DiegoAlmeidaFerreira@fleckens.hu,"Process metallurgical engineer"
Daniel,Azevedo,899.278.485-60,5/13/1972,male,46,"Rua Comerciante Ednaldo Paiva de Araújo 648","João Pessoa",58057-546,Brazil,"(83) 9822-2923",DanielRodriguesAzevedo@dayrep.com,"Support staff specialist"
Kauê,Cavalcanti,542.077.272-80,10/2/1969,male,48,"Rua das Rosas 1057",Taubaté,12042-110,Brazil,"(12) 3917-3898",KaueCarvalhoCavalcanti@cuvox.de,"Administrative professional"
Arthur,Cardoso,559.965.040-57,3/1/1994,male,24,"Rua Zozimo do Amaral 1065","Rio de Janeiro",22775-800,Brazil,"(21) 8013-7670",ArthurFerreiraCardoso@fleckens.hu,"Automotive body repairer"
Caio,Castro,545.596.686-39,10/21/1982,male,35,"Avenida João Domingos 394","Presidente Prudente",19100-010,Brazil,"(18) 8721-9888",CaioCarvalhoCastro@teleworm.us,"Small engine service technician"
Bruno,Martins,210.431.160-87,2/8/1979,male,39,"Rua Ivonete Westarb 1197",Blumenau,89037-370,Brazil,"(47) 5925-2052",BrunoMeloMartins@rhyta.com,"Freight, stock, and material mover"
Tomás,Pereira,760.442.851-70,3/5/1988,male,30,"Rua Dois 1376","Porto Alegre",91260-390,Brazil,"(51) 5820-2671",TomasMeloPereira@jourrapide.com,"Vocational nurse"
Eduardo,Azevedo,678.872.466-01,3/8/1990,male,28,"Rua Três 554",Ariquemes,78931-330,Brazil,"(69) 5303-5488",EduardoCorreiaAzevedo@cuvox.de,"Time checker"
Eduarda,Santos,595.587.253-15,12/8/1969,female,48,"Rua B 7 1472","João Pessoa",58082-024,Brazil,"(83) 9643-5427",EduardaBarbosaSantos@cuvox.de,"General and operations manager"
José,Ribeiro,175.910.615-18,10/9/1977,male,40,"Rua Sete 492",Sorocaba,18053-382,Brazil,"(15) 2591-5369",JoseCarvalhoRibeiro@einrot.com,"Nail care technician"
Sophia,Oliveira,910.702.838-51,10/6/1971,female,46,"Rua Curitiba 1146","São José dos Campos",12209-690,Brazil,"(12) 4908-3428",SophiaSousaOliveira@jourrapide.com,"Data coder operator"
Eduarda,Alves,918.513.680-86,7/9/1986,female,31,"Rua General Otelo Franco 18","São Paulo",08441-300,Brazil,"(11) 5263-3596",EduardaCavalcantiAlves@dayrep.com,"Budget manager"
Julia,Cavalcanti,205.113.731-55,5/27/1975,female,43,"Rodovia Presidente Castelo Branco 392","Santana de Parnaíba",06523-001,Brazil,"(11) 6740-9164",JuliaFerreiraCavalcanti@armyspy.com,"Nutrition director"
Igor,Cunha,602.943.501-95,7/12/1990,male,27,"Rua Rui Barbosa 599",Cariacica,29149-180,Brazil,"(27) 4629-7770",IgorPintoCunha@superrito.com,"Publicity expert"
Marisa,Ribeiro,184.078.522-52,12/30/1968,female,49,"Rua Doutor Ângelo Vita 410",Guarulhos,07110-120,Brazil,"(11) 9051-2887",MarisaCunhaRibeiro@superrito.com,Linemen
Isabelle,Barros,997.240.928-79,2/17/1991,female,27,"Rua Fernando Piva 1740","São Caetano do Sul",09531-070,Brazil,"(11) 3908-4580",IsabelleSousaBarros@rhyta.com,"Treatment, storage, and disposal (TSD) worker"
Ana,Pereira,252.861.496-93,9/19/1969,female,48,"Estrada dos Andrades 1502","Itapecerica da Serra",06860-370,Brazil,"(11) 7138-2524",AnaBarrosPereira@jourrapide.com,"Lathe and turning machine tool operator"
Gabriel,Santos,164.565.505-99,5/23/1984,male,34,"Travessa Maria das Graças 1952",Mesquita,26587-390,Brazil,"(21) 5325-9503",GabrielCardosoSantos@cuvox.de,"Title searcher"
Eduarda,Cunha,558.818.155-72,3/31/1968,female,50,"Rua Xico Santeiro 964",Americana,13474-493,Brazil,"(19) 8639-6868",EduardaPintoCunha@teleworm.us,"Property custodian"
Kauã,Oliveira,643.769.442-46,1/30/1988,male,30,"Quadra QE 30 Conjunto Q 583",Guará,71065-170,Brazil,"(61) 5906-2238",KauaRochaOliveira@fleckens.hu,"Convention manager"
Livia,Ferreira,567.930.970-08,7/18/1978,female,39,"Rua General Camisão 772",Cuiabá,78015-130,Brazil,"(65) 9095-4138",LiviaMeloFerreira@jourrapide.com,"Instructional assistant"
Isabelle,Barros,753.383.264-77,6/11/1975,female,43,"Avenida São Luís Rei de França 294","São Luís",65065-470,Brazil,"(98) 8314-4259",IsabelleCastroBarros@jourrapide.com,Postmaster
Gustavo,Castro,947.637.302-40,12/5/1983,male,34,"Rua Ignácio Thiele 507",Cachoeirinha,94960-300,Brazil,"(51) 3937-4273",GustavoCardosoCastro@jourrapide.com,"Driver-sales worker"
Murilo,Gomes,178.646.066-10,2/13/1992,male,26,"Rua Ribeiro Magalhães 632",Teresina,64055-675,Brazil,"(86) 3488-5617",MuriloRibeiroGomes@superrito.com,"Labor trainer"
Kai,Martins,614.855.629-45,8/28/1967,male,50,"Rua Cirilo Correia 1417",Petrolina,56308-220,Brazil,"(87) 9785-3780",KaiSilvaMartins@fleckens.hu,Messenger
Rafael,Lima,491.281.322-20,8/7/1979,male,38,"Rua Isabel Maria de Jesus Silva 120",Campinas,13050-585,Brazil,"(19) 5905-6300",RafaelMartinsLima@jourrapide.com,"Reservation and transportation travel clerk"
Caio,Cardoso,858.014.228-89,5/30/1972,male,46,"Praça Presidente Costa e Silva 1731","Rio de Janeiro",21941-607,Brazil,"(21) 3365-7219",CaioSousaCardoso@teleworm.us,"Immigration and Naturalization Service (INS) agent"
Leila,Souza,865.015.659-28,4/17/1978,female,40,"Rodovia Comendador Pedro Monteleone 1792",Bebedouro,14705-000,Brazil,"(17) 7669-5474",LeilaAzevedoSouza@jourrapide.com,"In home service professional"
Estevan,Lima,626.896.358-01,9/3/1995,male,22,"Rua Gaúcha 1189",Araguaína,77804-020,Brazil,"(63) 9195-2633",EstevanBarrosLima@dayrep.com,"Sawing machine operator"
Luís,Alves,443.674.490-68,6/24/1980,male,38,"Rua José do Patrocínio 1655","Porto Velho",78900-120,Brazil,"(69) 8025-2940",LuisBarbosaAlves@jourrapide.com,"Physical metallurgical engineer"
Douglas,Lima,184.846.062-79,6/24/1991,male,27,"Quadra Quadra 403 Conjunto 02 285","Recanto das Emas",72630-302,Brazil,"(61) 5010-5487",DouglasPereiraLima@cuvox.de,"Cutting and slicing machine operator"
Rafael,Barbosa,857.960.755-86,5/20/1971,male,47,"Rua Suênia Pereira Neves 798","Campina Grande",58107-383,Brazil,"(83) 9561-8667",RafaelAzevedoBarbosa@rhyta.com,"Respiratory nurse"
Carla,Goncalves,703.486.637-65,7/23/1984,female,33,"Rua Praia Grande 444",Guarulhos,07123-170,Brazil,"(11) 2524-2344",CarlaFernandesGoncalves@cuvox.de,Typographer
Tânia,Rodrigues,531.933.284-05,5/6/1991,female,27,"Avenida Santo Antônio 1699",Marília,17506-040,Brazil,"(14) 3327-4817",TaniaLimaRodrigues@einrot.com,"Automated teller machine technician"
Emilly,Pereira,300.526.678-80,6/6/1988,female,30,"Beco Vieira 1918",Nilópolis,26530-155,Brazil,"(21) 5292-9392",EmillyBarbosaPereira@jourrapide.com,"Molding, coremaking, and casting machine setter"
Joao,Alves,329.020.960-11,4/13/1987,male,31,"Rua Canários 5","Foz do Iguaçu",85859-510,Brazil,"(45) 6382-4293",JoaoGoncalvesAlves@rhyta.com,"Employee training specialist"
Emily,Ferreira,954.277.084-72,12/17/1971,female,46,"Rua Pedro Sanches 1502",Maringá,87014-060,Brazil,"(44) 7209-4229",EmilyCastroFerreira@superrito.com,"Podiatric medical assistant"
Kai,Azevedo,694.212.125-84,11/5/1985,male,32,"Rua Antônio Pelin 1564","Porto Alegre",91900-160,Brazil,"(51) 6563-5099",KaiSilvaAzevedo@teleworm.us,"Wire installer"
Vitór,Cavalcanti,321.140.892-40,9/4/1992,male,25,"Rua MA 15 2000",Goiânia,74735-380,Brazil,"(62) 9883-2336",VitorPintoCavalcanti@superrito.com,"Technical support specialist"
Ana,Gomes,481.965.904-90,2/7/1981,female,37,"Avenida João Vieira Carneiro 1826","João Pessoa",58031-080,Brazil,"(83) 9460-9303",AnaCorreiaGomes@superrito.com,"Fish hatchery manager"
Bruno,Costa,202.800.462-27,12/17/1996,male,21,"Acesso H 594","Porto Alegre",91792-440,Brazil,"(51) 5451-5348",BrunoPintoCosta@superrito.com,"Telephone repairer"
Otávio,Pinto,336.347.763-58,11/29/1974,male,43,"Travessa Governador Roberto Silveira 580",Niterói,24240-700,Brazil,"(21) 9193-9338",OtavioMeloPinto@armyspy.com,"Organic chemist"
Erick,Cardoso,542.781.430-28,10/23/1994,male,23,"Rua Bráulio Gouvea 264",Petrópolis,25715-120,Brazil,"(24) 2232-9979",ErickBarbosaCardoso@fleckens.hu,"Bank teller"
André,Ferreira,333.668.421-80,1/1/1996,male,22,"Rua Macapá 304",Pindamonhangaba,12444-280,Brazil,"(12) 8209-5603",AndreFernandesFerreira@rhyta.com,"Aircraft electronics technician"
Kauã,Martins,305.644.501-97,1/1/1969,male,49,"Rua Um 1614",Bauru,17024-810,Brazil,"(14) 9466-9646",KauaBarrosMartins@dayrep.com,"Human resources manager"
Gabriel,Martins,532.830.796-84,3/18/1990,male,28,"Rua Ipê 54",Maringá,87005-050,Brazil,"(44) 6778-8639",GabrielPintoMartins@fleckens.hu,"Dry-cleaning worker"
Julieta,Gomes,867.963.872-28,9/7/1985,female,32,"Rodovia BR-116 1941",Colombo,83412-000,Brazil,"(41) 6467-5390",JulietaPintoGomes@jourrapide.com,Bricklayer
Breno,Sousa,428.585.238-19,6/30/1989,male,28,"Rua Francisco Pereira Coutinho 1746",Jundiaí,13201-100,Brazil,"(11) 8594-2857",BrenoCostaSousa@cuvox.de,"Adult literacy teacher"
Maria,Melo,552.279.283-39,10/12/1992,female,25,"Rua José Roriz Aguiar 1066",Luziânia,72812-550,Brazil,"(61) 7893-9152",MariaRodriguesMelo@gustr.com,"Brace maker"
Matheus,Costa,304.033.203-13,7/14/1971,male,46,"Rua Buenos Aires 711","Rio de Janeiro",20061-000,Brazil,"(21) 2723-2608",MatheusRodriguesCosta@gustr.com,"Telephone operator"
Estevan,Costa,173.273.636-70,3/13/1978,male,40,"Rua Carlo Clausetti 458","São Paulo",03928-220,Brazil,"(11) 3374-3374",EstevanBarbosaCosta@cuvox.de,"Video camera operator"
Isabela,Cardoso,573.370.760-70,6/9/1982,female,36,"Rua São Pedro 1778",Caxias,65602-380,Brazil,"(99) 3336-2928",IsabelaSousaCardoso@armyspy.com,"Set and exhibit designer"
Kaua,Barros,530.269.407-71,1/10/1979,male,39,"Rua Miguel Gustavo Schluberg 947","Ponta Grossa",84031-370,Brazil,"(42) 9719-2493",KauaMartinsBarros@cuvox.de,"Scraper operator"
Gustavo,Martins,545.160.411-89,5/3/1999,male,19,"Rua Pedro Martinelli 1714","São João da Boa Vista",13875-320,Brazil,"(19) 9824-6774",GustavoAzevedoMartins@armyspy.com,"Service technician"
Alex,Gomes,818.880.253-01,3/12/1977,male,41,"Ladeira Felizardo Alves 912","Rio de Janeiro",21310-420,Brazil,"(21) 3866-7160",AlexPintoGomes@jourrapide.com,"Shuttle car operator"
Vinicius,Almeida,830.139.365-33,12/4/1981,male,36,"Rua Albino Kutzek 908",Curitiba,81850-440,Brazil,"(41) 9548-9274",ViniciusDiasAlmeida@einrot.com,"Funeral manager"
Alex,Santos,294.975.124-57,6/28/1997,male,21,"Corredor Treib 1955","Santa Cruz do Sul",96835-280,Brazil,"(51) 7239-5263",AlexSilvaSantos@fleckens.hu,"Dog trainer"
Paulo,Cardoso,878.952.733-02,6/8/1990,male,28,"Rua do Patrimônio 305",Olinda,53190-430,Brazil,"(81) 7383-3838",PauloCarvalhoCardoso@fleckens.hu,"Aircraft and avionics equipment mechanic"
Luana,Melo,595.017.548-47,11/28/1974,female,43,"Rua Lacerda Franco 1574",Jundiaí,13201-750,Brazil,"(11) 9553-2167",LuanaCorreiaMelo@einrot.com,Audiologist
Brenda,Oliveira,719.414.130-21,2/25/1968,female,50,"Rua Antônio Vita 133","São Paulo",05593-080,Brazil,"(11) 5298-5690",BrendaAlmeidaOliveira@teleworm.us,"Immigration and Naturalization Service (INS) agent"
Camila,Pereira,341.141.593-20,2/5/1972,female,46,"Rua São Paulo 1345",Caucaia,61640-020,Brazil,"(85) 5682-3662",CamilaCardosoPereira@dayrep.com,"Plating and coating machine setter"
Rebeca,Melo,109.571.006-04,9/29/1994,female,23,"Rua Presidente Vargas 626",Piracicaba,13403-007,Brazil,"(19) 7569-4469",RebecaCorreiaMelo@fleckens.hu,"Store manager"
João,Almeida,484.865.991-48,12/16/1981,male,36,"Rua Trinidad 689",Uberaba,38072-110,Brazil,"(34) 6768-6119",JoaoCarvalhoAlmeida@rhyta.com,Umpire
Gustavo,Lima,676.081.537-84,9/29/1977,male,40,"Rua Nair Ramos Schuring 1475","São Paulo",02845-040,Brazil,"(11) 8166-9950",GustavoPintoLima@fleckens.hu,Ecologist
Julieta,Azevedo,544.623.329-89,11/30/1996,female,21,"Vila Carlota 442","São Paulo",03008-015,Brazil,"(11) 9712-9595",JulietaRodriguesAzevedo@teleworm.us,"Refuge manager"
Nicolash,Rocha,200.441.482-08,7/21/1991,male,26,"Travessa dos Pontífices 1940","Francisco Morato",07936-050,Brazil,"(11) 8306-4497",NicolashRodriguesRocha@cuvox.de,"Interior decorator"
Estevan,Lima,904.070.697-20,8/10/1980,male,37,"Rua Tróia 1190","Santo André",09131-080,Brazil,"(11) 8329-9875",EstevanBarbosaLima@armyspy.com,"Silvering applicator"
Carolina,Melo,293.930.892-64,7/31/1997,female,20,"Rua Monte Alegre 482",Manaus,69035-260,Brazil,"(92) 4440-7577",CarolinaRodriguesMelo@superrito.com,"Ordnance handling expert"
Diogo,Almeida,466.735.025-33,12/18/1988,male,29,"Rua Luís Roncolato 1901","Campo Grande",79015-370,Brazil,"(67) 3492-8912",DiogoCastroAlmeida@teleworm.us,"Cutting, punching, and press machine tender"
Sophia,Rocha,202.798.539-55,10/8/1979,female,38,"Rua Orestes Nicolau Luz 1657",Mococa,13732-429,Brazil,"(19) 4778-5072",SophiaAzevedoRocha@rhyta.com,"Housing manager"
Sophia,Alves,756.607.721-02,5/6/1996,female,22,"Rua Pio II 1349","São Paulo",05657-080,Brazil,"(11) 9757-2837",SophiaSilvaAlves@rhyta.com,"Library media aide"
Gabriela,Pinto,674.066.139-11,9/12/1988,female,29,"Rua Vespasiano de Magalhães 1958","São Gonçalo",24466-490,Brazil,"(21) 9067-6952",GabrielaSantosPinto@einrot.com,"Administrative support specialist"
Miguel,Pinto,897.131.206-80,1/6/1999,male,19,"Rua Rio Amazonas 1701",Ipatinga,35164-423,Brazil,"(31) 9455-8773",MiguelRochaPinto@rhyta.com,"Truck dispatcher"
Matilde,Oliveira,696.312.982-72,11/13/1988,female,29,"Servidão Olávio Brito 527",Joinville,89225-015,Brazil,"(47) 6568-3581",MatildeCastroOliveira@armyspy.com,"Environmental hydrologist"
Nicolash,Oliveira,892.152.217-43,12/31/1972,male,45,"Travessa Padre Godinho 1627",Alagoinhas,48011-340,Brazil,"(75) 6040-6167",NicolashSousaOliveira@superrito.com,"Training director"
Isabella,Dias,517.733.620-46,5/9/1977,female,41,"Quadra QI 11 Conjunto Q 130",Guará,71020-470,Brazil,"(61) 2751-3783",IsabellaSantosDias@jourrapide.com,"Scientific photographer"
Mariana,Rocha,542.904.304-49,11/26/1993,female,24,"Rua Francisco Aprígio 1427",Natal,59114-100,Brazil,"(84) 8329-4649",MarianaMartinsRocha@dayrep.com,Animator
Leila,Rocha,276.363.457-57,12/20/1990,female,27,"Rua Joaquim da Silva Sampaio 1344",Curitiba,80710-630,Brazil,"(41) 5938-4642",LeilaCardosoRocha@teleworm.us,"Air-conditioning mechanic"
Joao,Barros,134.116.572-86,5/6/1989,male,29,"Rua Erasmo Braga 1393","Governador Valadares",35020-180,Brazil,"(33) 9183-7284",JoaoRodriguesBarros@fleckens.hu,"College faculty"
Murilo,Souza,938.947.076-58,9/28/1978,male,39,"Rua Ivar Saldanha 1929","São Luís",65015-200,Brazil,"(98) 7099-5291",MuriloGoncalvesSouza@jourrapide.com,"Financial controller"
Tiago,Barbosa,868.962.435-03,3/17/1989,male,29,"Rua Vereador Thomé Atalla 986","Presidente Prudente",19035-220,Brazil,"(18) 2239-9982",TiagoSousaBarbosa@rhyta.com,"Gas compressor operator"
Luís,Rocha,339.208.843-96,7/4/1990,male,27,"Rua Antônio Torres 100","Belo Horizonte",31030-130,Brazil,"(31) 3162-3232",LuisLimaRocha@cuvox.de,"Product designer"
Eduardo,Lima,737.803.967-50,2/7/1983,male,35,"Rua João Lourenço Rodrigues 603",Sorocaba,18095-100,Brazil,"(15) 7666-7142",EduardoSilvaLima@teleworm.us,"School social worker"
André,Ribeiro,208.553.123-78,9/21/1984,male,33,"Avenida Cesário Alvim 1263",Uberlândia,38400-098,Brazil,"(34) 5521-4401",AndreRodriguesRibeiro@cuvox.de,"Geological engineer"
Vitória,Silva,288.044.653-87,4/29/1974,female,44,"Rua do Cruzeiro 1611","Rio de Janeiro",20941-290,Brazil,"(21) 7870-6930",VitoriaGomesSilva@cuvox.de,"Public health dietitian"
Arthur,Gomes,683.265.224-06,6/18/1975,male,43,"Rua Professora Celina Paschoal Zanini 1353",Sertãozinho,14164-042,Brazil,"(16) 2974-2769",ArthurSouzaGomes@rhyta.com,"Deputy marshal"
Kaua,Ribeiro,355.834.202-00,7/16/1983,male,34,"Rua Francisco Cazarim 646",Londrina,86031-680,Brazil,"(43) 9320-5309",KauaCavalcantiRibeiro@jourrapide.com,Biographer
Camila,Alves,150.542.370-89,10/29/1970,female,47,"Rua Doutor José Procópio Teixeira 493","Juiz de Fora",36021-540,Brazil,"(32) 2978-6092",CamilaCardosoAlves@cuvox.de,"Agricultural product sorter"
Luana,Pinto,602.757.406-25,3/3/1973,female,45,"Rua Trinta e Seis 1108","Três Lagoas",79612-300,Brazil,"(67) 5975-6164",LuanaGoncalvesPinto@einrot.com,"Construction cost estimator"
Rebeca,Fernandes,187.518.156-30,3/18/1972,female,46,"Rua 70 953","Valparaíso de Goiás",72872-363,Brazil,"(61) 9436-7169",RebecaBarrosFernandes@rhyta.com,"Project manager"
Davi,Ferreira,860.254.221-68,2/9/1972,male,46,"Rua Celestino dos Santos Esgalha 1129",Araçatuba,16075-113,Brazil,"(18) 2935-9886",DaviRodriguesFerreira@einrot.com,"Broadcast and sound engineering technician"
Vitoria,Cunha,184.763.913-58,3/5/1998,female,20,"Rua Quatorze 739","Montes Claros",39404-546,Brazil,"(38) 3695-8390",VitoriaGoncalvesCunha@teleworm.us,"Administrative lead"
Julieta,Castro,849.467.114-65,7/9/1991,female,26,"Rua U-002 1078","Rio Verde",75909-290,Brazil,"(64) 4350-6039",JulietaRibeiroCastro@fleckens.hu,"Bus driver"
Isabelle,Santos,244.863.388-63,12/6/1974,female,43,"Rua dos Tandujus 1209",Florianópolis,88053-460,Brazil,"(48) 2318-6616",IsabellePintoSantos@einrot.com,"Greenhouse manager"
Otávio,Martins,487.969.342-12,2/8/1970,male,48,"Rua Galdino de Oliveira 1629","Passo Fundo",99060-390,Brazil,"(54) 4626-5052",OtavioCavalcantiMartins@einrot.com,"Office machine and cash register technician"
Kauê,Ferreira,406.316.557-43,9/29/1979,male,38,"Rua Victor Hugo Kunz 752","Novo Hamburgo",93534-000,Brazil,"(51) 2248-9832",KaueMartinsFerreira@superrito.com,Biometrician
Marina,Dias,483.441.324-10,7/23/1988,female,29,"Rua Augusto Faelli 1019",Campinas,13050-031,Brazil,"(19) 4060-3293",MarinaCastroDias@einrot.com,"Condominium association manager"
Samuel,Silva,766.436.764-60,3/16/1974,male,44,"Rua Sibipiruna 552",Atibaia,12942-011,Brazil,"(11) 6232-9581",SamuelMeloSilva@einrot.com,"Secondary school teacher"
Caio,Martins,140.095.216-60,6/6/1982,male,36,"Rua da Urca 1191",Americana,13471-360,Brazil,"(19) 3421-4306",CaioCarvalhoMartins@superrito.com,"Metallurgical engineer"
Larissa,Silva,615.882.326-03,2/13/1969,female,49,"Quadra QE 01 Conjunto K 713",Guará,71020-111,Brazil,"(61) 3687-3219",LarissaSousaSilva@teleworm.us,"Veterinary technician"
Leonardo,Goncalves,716.701.600-41,11/25/1988,male,29,"Rua Tereza Zanelli Fabri 639",Limeira,13486-568,Brazil,"(19) 8550-4692",LeonardoBarbosaGoncalves@teleworm.us,"Counter and rental clerk"
Carla,Castro,353.956.316-40,6/2/1974,female,44,"Rua Resplendor 1947",Divinópolis,35500-168,Brazil,"(37) 9024-8911",CarlaAlmeidaCastro@cuvox.de,"Recruiting manager"
Kauê,Costa,316.788.543-28,12/27/1995,male,22,"Rua José Maurício Barroso 1396",Londrina,86042-510,Brazil,"(43) 9106-9991",KaueAraujoCosta@superrito.com,"Human resources generalist"
Samuel,Araujo,454.655.417-68,11/20/1991,male,26,"Rua Guaianazes 1088",Itapevi,06695-260,Brazil,"(11) 3731-5201",SamuelSousaAraujo@dayrep.com,"Mathematical technician"
Emily,Silva,713.608.507-16,1/26/1994,female,24,"Rua João Inácio da Silva 1457",Igarassu,53630-065,Brazil,"(81) 5806-3342",EmilyCavalcantiSilva@gustr.com,"Chief executive officer"
Tânia,Fernandes,835.105.113-60,11/25/1968,female,49,"Rua Pedro Perosin 81",Apucarana,86812-530,Brazil,"(43) 4970-3447",TaniaRochaFernandes@cuvox.de,"Telecommunications line installer"
